1833691207,Ellis Bevan,2A00:23C5:7424:4901:ECEE:29E2:2809:76FC,false,24,enwiki,2024-10-27 21:12:49,false,""
1833691317,Draft:叶倾城,Wldpsdsyz,false,2,enwiki,2024-10-27 21:13:20,true,""
1833691519,Kayts Divisional Council,Monkbot,true,1,enwiki,2024-10-27 21:14:13,true,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1833691714,Biofile,Katharineamy,false,12,enwiki,2024-10-27 21:14:58,false,added [[Category:Technology companies of Colombia]]; removed {{uncategorized}} using [[WP:HC|HotCat]]
1833691811,Theatre of West Pomerania,Monkbot,true,1,enwiki,2024-10-27 21:15:16,true,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1833691208,Joana Lourenco Magalhães,DB1985,false,3,enwiki,2024-10-27 21:12:50,false,Updated Int'l Appearances
1833691301,Category talk:International fencing competitions hosted by Lebanon,Tom.Reding,false,29,enwiki,2024-10-27 21:13:15,true,+{{[[Template:WP Martial arts|WP Martial arts]]}}
1833691500,Masato (kickboxer),46.103.47.70,false,2,enwiki,2024-10-27 21:14:09,false,/* Kickboxing record */
1833691605,Ramona Kapheim,Simeon,false,12,enwiki,2024-10-27 21:14:33,true,"Changing [[Wikipedia:Short description|short description]] from \"East German rower\" to \"East German rower (born 1958)\""
1833691715,Boonie Bears,2601:408:C000:9CA0:4FC0:B5E7:F89C:A404,false,1,enwiki,2024-10-27 21:14:58,false,/* Maurice */
1833691812,I Love the '70s: Volume 2,76.39.122.54,false,25407,enwiki,2024-10-27 21:15:12,false,"If you remove \"I Love the '70s: Volume 2\" from Wikipedia one more time you are dead!"
1833691211,Predictions of Facebook's end,Duckmather,false,-14,enwiki,2024-10-27 21:12:50,false,retarget to [[Predictions of the end of Facebook]]
1833691303,Brigitte Rohde,Simeon,false,12,enwiki,2024-10-27 21:13:15,true,"Changing [[Wikipedia:Short description|short description]] from \"East German sprinter\" to \"East German sprinter (born 1954)\""
1833691413,Jana Schmidt,Simeon,false,12,enwiki,2024-10-27 21:13:45,true,"Changing [[Wikipedia:Short description|short description]] from \"German Paralympic athlete\" to \"German Paralympic athlete (born 1972)\""
1833691503,International nonproprietary name,Vrodilla,false,-154,enwiki,2024-10-27 21:14:09,true,Updated section on common stems. Changed position of main headings
1833691608,Palace Hotel Tokyo,Monkbot,true,3,enwiki,2024-10-27 21:14:33,true,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 3);
1833691700,Synk: Parallel Line (single album),PepeBonus,false,-5,enwiki,2024-10-27 21:14:53,false,Change cover artwork to .png uploaded directly to Wikipedia
1833691716,Montenegrin nobility,KnezCG,false,672,enwiki,2024-10-27 21:14:57,true,add 2 more dukes
1833691814,Nicholas Alexander Chavez,Estar8806,false,-25,enwiki,2024-10-27 21:15:17,true,Reverted edit by [[Special:Contribs/27.6.222.186|27.6.222.186]] ([[User talk:27.6.222.186|talk]]) to last version by CosmLearner
358027307,Juan Francisco de la Bodega y Quadra,Aka,false,15,dewiki,2024-10-27 21:15:28,true,/* Weblinks */ Commons hinzugefügt
1833691213,Category talk:Harvard Crimson fencing,Tom.Reding,false,29,enwiki,2024-10-27 21:12:51,true,+{{[[Template:WP Martial arts|WP Martial arts]]}}
1833691307,Portal:Current events/2024 October 27,31.221.173.231,false,120,enwiki,2024-10-27 21:13:18,false,""
1833691400,Nicholas Krgovich,BlueboyLINY,false,11,enwiki,2024-10-27 21:13:41,true,Cleaned up using [[WP:AutoEd|AutoEd]] sorted categories alphabetically via [[User:Epicgenius/sortcategories|script]]
1833691414,Disappearance of Henry Borynski,Davidgoodheart,false,3,enwiki,2024-10-27 21:13:45,false,/* See also */
1833691505,Category talk:Judo in Bangladesh,Tom.Reding,false,18,enwiki,2024-10-27 21:14:11,true,+{{[[Template:WP Martial arts|WP Martial arts]]}}; cleanup
1833691609,Talk:Medieval architecture,DevenVennera,false,36,enwiki,2024-10-27 21:14:33,false,Update [[Wikipedia:Wiki_Ed/University_of_Richmond/ARTH_212-02_Medieval_European_Art_(Fall_2024)|ARTH 212-02 Medieval European Art]] assignment details
1833691702,Isabel Albert,DB1985,false,3,enwiki,2024-10-27 21:14:55,false,Updated Int'l Appearances
1833691717,T. S. Ramasamy Pillai,Monkbot,true,1,enwiki,2024-10-27 21:14:58,true,[[User:Monkbot/task 20|Task 20]]: replace {lang-??} templates with {langx|??} [[Wikipedia:Templates_for_discussion/Log/2024_September_27#Replace_and_delete_lang-??_templates|‹See Tfd›]] (Replaced 1);
1833691813,Half marathon,KnowledgeIsPower9281,false,17,enwiki,2024-10-27 21:15:17,false,""
358027306,Wikipedia Diskussion:Hauptseite/Schon gewusst,Elfabso,false,-2,dewiki,2024-10-27 21:15:18,false,/* Eigenvorschlag: Tiertaufe (15. September) */ Bildgröße
1833691214,Public holidays in Uruguay,2806:2F0:5261:FA56:FD1B:9CB8:F2A8:3D38,false,10,enwiki,2024-10-27 21:12:51,false,""
1833691305,Talk:Delyth Evans,DepressedPer,false,-13,enwiki,2024-10-27 21:13:17,true,C/E.
1833691403,Borel–Cantelli lemma,Ba1r2,false,1691,enwiki,2024-10-27 21:13:41,false,/* Kochen–Stone */ Added proof.
1833691415,The Crane,Bearcat,false,0,enwiki,2024-10-27 21:13:46,false,why do people keep doing this?
1833691504,Venom (2018 film),Voicebox64,false,440,enwiki,2024-10-27 21:14:05,false,/* Early attempts and cancellation */
1833691703,Life through a Lens,Sahaib,false,47,enwiki,2024-10-27 21:14:56,false,Modifying [[WP:RCAT|redirect categories]] using [[User:Wugapodes/Capricorn|Capricorn ♑]]
1833691815,Darbhanga Lok Sabha constituency,2409:40E4:205A:F6FC:4038:8BFF:FE44:EE06,false,-3,enwiki,2024-10-27 21:15:17,false,/* Election results */
358027304,Karl Iro,Aka,false,16,dewiki,2024-10-27 21:15:21,true,Commons hinzugefügt Kleinkram
